title,console
Inspector Gadget,SNES
Lemmings,SNES
Full Throttle Racing,SNES
Wario's Woods,SNES
Mark Davis' The Fishing Master,SNES
J.R.R. Tolkien's The Lord of the Rings - Volume 1,SNES
Fun 'n Games,SNES
Mega Man VII,SNES
"Adventures of Rocky and Bullwinkle and Friends, The",SNES
Snow White in Happily Ever After,SNES
Cacoma Knight in Bizyland,SNES
Hammer Lock Wrestling,SNES
Batman Returns,SNES
Battle Clash,SNES
International Tennis Tour,SNES
Ys III - Wanderers from Ys,SNES
Chuck Rock,SNES
HyperZone,SNES
"Ren & Stimpy Show, The - Veediots!",SNES
Arkanoid - Doh It Again,SNES
Super Mario World,SNES
Romance of the Three Kingdoms II,SNES
Winter Olympic Games - Lillehammer '94,SNES
NFL Football,SNES
Aero the Acro-Bat,SNES
Legend - 2016 Reprint,SNES
Donkey Kong Country,SNES
Illusion of Gaia,SNES
Brunswick World Tournament of Champions,SNES
Super Mario All-Stars,SNES
Rex Ronan - Experimental Surgeon,SNES
Super Chase H.Q.,SNES
Rex Ronan - Experimental Surgeon,SNES
Breath of Fire,SNES
F1 ROC II - Race of Champions,SNES
Super Putty,SNES
Super Punch-Out!!,SNES
Ultima VI - The False Prophet,SNES
Barkley Shut Up and Jam!,SNES
Prince of Persia,SNES
Dragon - The Bruce Lee Story,SNES
WWF WrestleMania - The Arcade Game,SNES
Super Bases Loaded,SNES
Firepower 2000,SNES
Mighty Morphin Power Rangers - The Movie,SNES
Lemmings,SNES
Paladin's Quest,SNES
Mortal Kombat II,SNES
ActRaiser 2,SNES
Raiden Trad,SNES
Breath of Fire II,SNES
Tetris & Dr. Mario,SNES
Arkanoid - Doh It Again,SNES
Spawn,SNES
Super Smash T.V.,SNES
SOS,SNES
Porky Pig's Haunted Holiday,SNES
Doom,SNES
Super Goal!,SNES
Lufia & the Fortress of Doom,SNES
Tetris Attack,SNES
Super Star Wars,SNES
"Flintstones, The - The Treasure of Sierra Madrock",SNES
Champions - World Class Soccer,SNES
Phantom 2040,SNES
Super Batter Up,SNES
Sonic Blast Man,SNES
Killer Instinct,SNES
Super Double Dragon,SNES
First Samurai,SNES
Aerobiz,SNES
Frogger,SNES
David Crane's Amazing Tennis,SNES
True Lies,SNES
Tecmo Super Bowl,SNES
"Pagemaster, The",SNES
Packy & Marlon,SNES
Pit-Fighter,SNES
Big Sky Trooper,SNES
Chester Cheetah - Wild Wild Quest,SNES
Super Off Road,SNES
"Irem Skins Game, The",SNES
Star Fox,SNES
ActRaiser,SNES
Doom Troopers - Mutant Chronicles,SNES
Tuff E Nuff,SNES
Pinocchio,SNES
A.S.P. Air Strike Patrol,SNES
Ultimate Mortal Kombat 3,SNES
Radical Rex,SNES
HyperZone,SNES
Arcana,SNES
Might and Magic III - Isles of Terra,SNES
Garry Kitchen's Super Battletank - War in the Gulf,SNES
On the Ball,SNES
Super Bomberman 2,SNES
Lethal Weapon,SNES
FIFA Soccer 97,SNES
Street Fighter Alpha 2,SNES
Spindizzy Worlds,SNES
Ballz 3D - Fighting at Its Ballziest,SNES
Super Nova,SNES
Super Noah's Ark 3D,SNES
Final Fight Guy,SNES
Pro Sport Hockey,SNES
Donkey Kong Country,SNES
T2 - The Arcade Game,SNES
Space Ace,SNES
Pinball Dreams,SNES
Game Genie,SNES
Beauty and the Beast,SNES
"Ignition Factor, The",SNES
Super Mario World,SNES
Mario's Time Machine,SNES
"Lost Vikings, The",SNES
Sink or Swim,SNES
Cybernator,SNES
Donkey Kong Country 3 - Dixie Kong's Double Trouble!,SNES
Mountain Bike Rally,SNES
Daffy Duck - The Marvin Missions,SNES
John Madden Football,SNES
"Great Circus Mystery Starring Mickey & Minnie, The",SNES
Super Battleship,SNES
Super Bases Loaded,SNES
Ultraman - Towards the Future,SNES
Drakkhen,SNES
Spell Craft,SNES
Redline F-1 Racer,SNES
F1 ROC - Race of Champions,SNES
SeaQuest DSV,SNES
Taz-Mania,SNES
Wing Commander - The Secret Missions,SNES
Indiana Jones' Greatest Adventures,SNES
Newman-Hass Indy Car Featuring Nigel Mansell,SNES
Super R.B.I. Baseball,SNES
Tuff E Nuff,SNES
Chavez II,SNES
"Great Waldo Search, The",SNES
Michael Jordan - Chaos in the Windy City,SNES
Battle Blaze,SNES
Mecarobot Golf,SNES
American Gladiators,SNES
NHL 95,SNES
Looney Tunes B-Ball,SNES
Tiny Toon Adventures - Wacky Sports Challenge,SNES
Wing Commander,SNES
ACME Animation Factory,SNES
Castlevania - Dracula X,SNES
Wayne's World,SNES
Kyle Petty's No Fear Racing,SNES
"Jungle Book, The",SNES
Utopia - The Creation of a Nation,SNES
Mega Man X2,SNES
Wayne Gretzky and the NHLPA All-Stars,SNES
New Horizons,SNES
Star Fox 2,SNES
Nigel Mansell's World Championship Racing,SNES
Wolverine - Adamantium Rage,SNES
Donkey Kong Country - Competition Cartridge,SNES
Kablooey,SNES
Paladin's Quest,SNES
Advanced Dungeons & Dragons - Eye of the Beholder,SNES
Super Star Wars - Return of the Jedi,SNES
PGA European Tour,SNES
Total Carnage,SNES
Breath of Fire II,SNES
WWF Raw,SNES
Street Fighter II - The World Warrior,SNES
Soul Blazer,SNES
Bugs Bunny - Rabbit Rampage,SNES
Hammerlock Wrestling,SNES
Mechwarrior,SNES
Tony Meola's Sidekicks Soccer,SNES
Final Fight 3,SNES
Super Baseball Simulator 1.000,SNES
Ninja Gaiden Trilogy,SNES
Cyber Spin,SNES
Super Soccer,SNES
Out to Lunch,SNES
Fatal Fury Special,SNES
Jim Lee's WildC.A.T.S - Covert-Action-Teams,SNES
NBA Give 'N Go,SNES
Super Star Wars - The Empire Strikes Back,SNES
Mortal Kombat 3,SNES
Kirby Super Star,SNES
"Addams Family, The - Pugsley's Scavenger Hunt",SNES
Super Off Road - The Baja,SNES
"Shadow, The",SNES
Aaahh!!! Real Monsters,SNES
Yoshi's Safari,SNES
Family Feud,SNES
World Soccer 94 - Road to Glory,SNES
Capcom's MVP Football,SNES
"Adventures of Dr. Franken, The",SNES
Super Ninja Boy,SNES
Side Pocket,SNES
Mark Davis' The Fishing Master,SNES
"Tick, The",SNES
Captain America and The Avengers,SNES
Final Fantasy III,SNES
Soldiers of Fortune,SNES
Troddlers,SNES
Super Street Fighter II,SNES
Mighty Morphin Power Rangers - The Movie,SNES
Kirby's Dream Course,SNES
Elite Soccer,SNES
Jeopardy! Sports Edition,SNES
ActRaiser,SNES
GP-1,SNES
Plok,SNES
NBA Live '96,SNES
Mortal Kombat,SNES
Super Soccer,SNES
Spanky's Quest,SNES
Operation Thunderbolt,SNES
Radical Psycho Machine Racing,SNES
Ken Griffey Jr. Presents Major League Baseball,SNES
Taz-Mania,SNES
Casper,SNES
Jack Nicklaus Golf,SNES
Batman - Revenge of the Joker,SNES
Super Scope 6,SNES
NHL 97,SNES
Biker Mice From Mars,SNES
Sterling Sharpe - End 2 End,SNES
"Flintstones, The",SNES
Tecmo Super Baseball,SNES
Prince of Persia 2,SNES
SOS,SNES
Soldiers of Fortune,SNES
Star Trek - Deep Space Nine - Crossroads of Time,SNES
Porky Pig's Haunted Holiday,SNES
Tiny Toon Adventures - Buster Busts Loose!,SNES
Super Slapshot,SNES
Tecmo Secret of the Stars,SNES
Dennis the Menace,SNES
Claymates,SNES
Arcade's Greatest Hits,SNES
Saturday Night Slam Masters,SNES
Where in Time is Carmen Sandiego,SNES
Super R-Type,SNES
Dream TV,SNES
Extra Innings,SNES
Metal Marines,SNES
Super Bomberman 2,SNES
Bill Walsh College Football,SNES
Cal Ripken Jr. Baseball,SNES
Iron Commando,SNES
Super Mario World,SNES
NHL '94,SNES
Brutal - Paws of Fury,SNES
SimAnt - The Electronic Ant Colony,SNES
Mr. Nutz,SNES
Bass Masters Classic,SNES
U.N. Squadron,SNES
Race Drivin',SNES
Lethal Weapon,SNES
Romance of the Three Kingdoms IV - Wall of Fire,SNES
Wild Guns,SNES
Vortex,SNES
Zool,SNES
WildSnake,SNES
George Foreman's KO Boxing,SNES
"Addams Family, The",SNES
Top Gear,SNES
"Super Aquatic Games Starring the Aquabats, The",SNES
Fun 'N Games,SNES
FIFA Soccer 96,SNES
Smart Ball,SNES
Earth Defense Force,SNES
Battle Cars,SNES
Run Saber,SNES
Jungle Strike,SNES
Prehistorik Man,SNES
Cool Spot,SNES
Battle Blaze,SNES
Timon & Pumbaa's Jungle Games,SNES
Carrier Aces,SNES
Lemmings,SNES
Mighty Morphin Power Rangers - The Fighting Edition,SNES
Super Star Wars - The Empire Strikes Back,SNES
Street Racer,SNES
FIFA Soccer 96,SNES
Nobunaga's Ambition - Lord of Darkness,SNES
Home Alone,SNES
Tetris 2,SNES
Spider-Man - Venom - Maximum Carnage,SNES
Lemmings 2 - The Tribes,SNES
Ultimate Fighter,SNES
Darius Twin,SNES
Arcana,SNES
Realm,SNES
Madden NFL 97,SNES
Super R-Type,SNES
Time Trax,SNES
Super Soccer Champ,SNES
Football Fury,SNES
Scooby-Doo,SNES
"Death and Return of Superman, The",SNES
Imperium,SNES
WeaponLord,SNES
Ardy Lightfoot,SNES
NHL '95,SNES
Shanghai II - Dragon's Eye,SNES
"Legend of Zelda, The - A Link to the Past",SNES
Aero the Acro-Bat,SNES
HAL's Hole in One Golf,SNES
Sonic Blast Man II,SNES
Toy Story,SNES
Bass Masters Classic,SNES
King Arthur's World,SNES
Last Action Hero,SNES
Super Star Force,SNES
Super Battletank - War in the Gulf,SNES
PGA European Tour,SNES
Magic Johnson's Super Slam Dunk,SNES
Lagoon,SNES
King of the Monsters,SNES
E.V.O. Search for Eden,SNES
Super Bonk,SNES
Mutant Chronicles - Doom Troopers,SNES
Bubsy II,SNES
King of the Monsters 2,SNES
Earthbound,SNES
Demolition Man,SNES
BioMetal,SNES
Pink Panther in Pink Goes to Hollywood,SNES
Top Gear 2,SNES
Pilotwings,SNES
Final Fantasy II,SNES
Super Valis IV,SNES
Ghoul Patrol,SNES
Pac-Attack,SNES
Star Trek - Deep Space Nine - Crossroads of Time,SNES
Bubsy in - Claws Encounters of the Furred Kind,SNES
Out of This World,SNES
Garry Kitchen's Super Battletank - War in the Gulf,SNES
Clay Fighter 2 - Judgment Clay,SNES
SWAT Kats - The Radical Squadron,SNES
Bobby's World,SNES
Ardy Lightfoot,SNES
Mighty Morphin Power Rangers - The Fighting Edition,SNES
"Great Circus Mystery Starring Mickey & Minnie, The",SNES
Super Buster Bros.,SNES
Phantom 2040,SNES
S.O.S - Sink or Swim,SNES
Jim Power - The Lost Dimension in 3D,SNES
Super 3D Noah's Ark,SNES
Street Fighter II Turbo,SNES
"Lawnmower Man, The",SNES
Final Fight 3,SNES
Bulls vs Blazers and the NBA Playoffs,SNES
"Simpsons, The - Bart's Nightmare",SNES
Toy Story,SNES
Hardball III,SNES
Nosferatu,SNES
MechWarrior,SNES
Super Turrican,SNES
"7th Saga, The",SNES
Super NES Super Scope 6,SNES
ESPN Speedworld,SNES
Tin Star,SNES
NCAA Final Four Basketball,SNES
"7th Saga, The",SNES
Krusty's Super Fun House,SNES
Populous,SNES
King of Dragons,SNES
Raiden Trad,SNES
Harley's Humongous Adventure,SNES
"Ninja Warriors, The",SNES
Kawasaki Caribbean Challenge,SNES
Tetris 2,SNES
Ultima - Runes of Virtue II,SNES
NBA Jam - Tournament Edition,SNES
Troy Aikman NFL Football,SNES
Madden NFL '94,SNES
No Escape,SNES
Cannondale Cup,SNES
Eek! The Cat,SNES
Kawasaki Superbike Challenge,SNES
Wicked 18 Golf,SNES
Fighter's History,SNES
Lamborghini - American Challenge,SNES
Brett Hull Hockey '95,SNES
Earthworm Jim,SNES
Madden NFL '95,SNES
Vortex,SNES
World League Soccer,SNES
Kid Klown in Crazy Chase,SNES
NHL 97,SNES
Monopoly,SNES
Jeopardy! - Deluxe Edition,SNES
Hit the Ice,SNES
Beethoven - The Ultimate Canine Caper!,SNES
Zombies Ate My Neighbors,SNES
Chester Cheetah - Wild Wild Quest,SNES
Clay Fighter - Tournament Edition,SNES
Donkey Kong Country 2 - Diddy's Kong Quest,SNES
Wing Commander,SNES
Kawasaki Superbike Challenge,SNES
George Foreman's KO Boxing,SNES
RoboCop versus The Terminator,SNES
Timecop,SNES
Mickey's Playtown Adventure - A Day of Discovery!,SNES
Teenage Mutant Ninja Turtles IV - Turtles in Time,SNES
Lufia II - Rise of the Sinistrals,SNES
Test Drive II - The Duel,SNES
Zoop,SNES
Wordtris,SNES
Super Goal! 2,SNES
Operation Europe - Path to Victory 1939-45,SNES
Super Strike Eagle,SNES
Stunt Race FX,SNES
Blazeon,SNES
Super Play Action Football,SNES
JRR Tolkien's The Lord of the Rings - Volume 1,SNES
Ghoul Patrol,SNES
Zero the Kamikaze Squirrel,SNES
Spectre,SNES
Nightmare Busters,SNES
Ogre Battle - The March of the Black Queen,SNES
Super Batter Up,SNES
Wild Snake,SNES
Street Combat,SNES
FireStriker,SNES
Aladdin,SNES
Rocky Rodent,SNES
Musya,SNES
Top Gear 3000,SNES
NBA Hang Time,SNES
Road Riot 4WD,SNES
"American Tail, An - Fievel Goes West",SNES
Madden NFL '94,SNES
Rocko's Modern Life - Spunky's Dangerous Day,SNES
GunForce,SNES
"Great Waldo Search, The",SNES
Tony Meola's Sidekicks Soccer,SNES
Gods,SNES
Mega Man X,SNES
Wings 2 - Aces High,SNES
On the Ball,SNES
James Bond Jr,SNES
Battle Clash,SNES
Nickelodeon GUTS,SNES
Super Solitaire,SNES
Secret of the Stars,SNES
"Ignition Factor, The",SNES
Andre Agassi Tennis,SNES
NBA Showdown,SNES
Izzy's Quest for the Olympic Rings,SNES
"Ren & Stimpy Show, The - Fire Dogs",SNES
Kirby's Dream Land 3,SNES
Riddick Bowe Boxing,SNES
Robocop 3,SNES
World Cup USA 94,SNES
"Brainies, The",SNES
Turn and Burn - No-Fly Zone,SNES
Sim City 2000,SNES
Troddlers,SNES
Super Metroid,SNES
Magic Sword,SNES
Uniracers,SNES
Mickey Mania - The Timeless Adventures of Mickey Mouse,SNES
MLBPA Baseball,SNES
Genghis Khan II - Clan of the Gray Wolf,SNES
Kirby's Dream Land 3,SNES
Frank Thomas Big Hurt Baseball,SNES
Congo's Caper,SNES
Full Throttle - All-American Racing,SNES
Cool Spot,SNES
NHL '98,SNES
Socks the Cat Rocks the Hill,SNES
Battletoads in Battlemaniacs,SNES
Uniracers,SNES
Mario's Early Years - Fun with Numbers,SNES
Operation Europe - Path to Victory 1939-45,SNES
Chavez,SNES
George Foreman's KO Boxing,SNES
Final Fantasy - Mystic Quest,SNES
Super Troll Islands,SNES
True Golf Classics - Pebble Beach Golf Links,SNES
Top Gear 3000,SNES
Thunder Spirits,SNES
Donkey Kong Country 3 - Dixie Kong's Double Trouble,SNES
Dino City,SNES
Space Football - One on One,SNES
"Adventures of Rocky and Bullwinkle and Friends, The",SNES
Operation Logic Bomb,SNES
Dungeon Master,SNES
Sid Meier's Civilization,SNES
Tetris Attack,SNES
Michael Andretti's IndyCar Challenge,SNES
Bubsy in Claws Encounters of the Furred Kind,SNES
Pinball Fantasies,SNES
Q-bert 3,SNES
"Magical Quest Starring Mickey Mouse, The",SNES
Chester Cheetah - Too Cool to Fool,SNES
Speedy Gonzales - Los Gatos Bandidos,SNES
Desert Strike - Return to the Gulf,SNES
Tecmo Super Bowl III - Final Edition,SNES
Hagane - The Final Conflict,SNES
SWAT Kats - The Radical Squadron,SNES
Jammit,SNES
ESPN Baseball Tonight,SNES
D-Force,SNES
Exertainment Mountain Bike Rally + Speed Racer,SNES
Brunswick World Tournament of Champions,SNES
Space Invaders,SNES
Foreman For Real,SNES
TimeSlip,SNES
Dig & Spike Volleyball,SNES
WarpSpeed,SNES
NHLPA Hockey 93,SNES
Romance of the Three Kingdoms II,SNES
BlaZeon - The Bio-Cyborg Challenge,SNES
Mega Man X,SNES
Speed Racer in My Most Dangerous Adventures,SNES
Sim Ant,SNES
"Death and Return of Superman, The",SNES
Izzy's Quest for the Olympic Rings,SNES
Robotrek,SNES
PowerFest 94 - Super Mario Bros. - The Lost Levels,SNES
NBA Hang Time,SNES
Captain Commando,SNES
NBA Live '95,SNES
Rise of the Phoenix,SNES
R-Type III - The Third Lightning,SNES
Ninja Gaiden Trilogy,SNES
King of the Monsters,SNES
M.A.C.S. Basic Rifle Marksmanship,SNES
Bust-A-Move,SNES
NBA Live 97,SNES
Bassin's Black Bass,SNES
Mega Man X 3,SNES
David Crane's Amazing Tennis,SNES
Joe & Mac 2 - Lost in the Tropics,SNES
Cutthroat Island,SNES
NCAA Football,SNES
Chester Cheetah - Too Cool to Fool,SNES
Relief Pitcher,SNES
Skuljagger - Revolt of the Westicans,SNES
BreakThru!,SNES
Battletoads in Battlemaniacs,SNES
NBA Live '97,SNES
Super Off Road - The Baja,SNES
International Tennis Tour,SNES
Super Adventure Island,SNES
Faceball 2000,SNES
Riddick Bowe Boxing,SNES
Outlander,SNES
Ninjawarriors,SNES
WWF Super WrestleMania,SNES
Lock On,SNES
GP-1 Part II,SNES
Stargate,SNES
Prehistorik Man,SNES
Sunset Riders,SNES
Samurai Shodown,SNES
Super Pinball - Behind the Mask,SNES
Mario is Missing!,SNES
Redline F-1 Racer,SNES
John Madden Football,SNES
Madden NFL 95,SNES
"Rocketeer, The",SNES
Syndicate,SNES
"Lawnmower Man, The",SNES
Super Shadow of the Beast,SNES
Lethal Enforcers,SNES
World Cup USA 94,SNES
Donkey Kong Country,SNES
King Arthur's World,SNES
X-Men - Mutant Apocalypse,SNES
Head-On Soccer,SNES
PowerFest 94 - Super Mario Kart,SNES
Alien 3,SNES
Boxing Legends of the Ring,SNES
NBA Jam,SNES
Brandish,SNES
Olympic Summer Games,SNES
"Jungle Book, The",SNES
Big Sky Trooper,SNES
Flashback - The Quest for Identity,SNES
Gods,SNES
Super Castlevania IV,SNES
Skuljagger - Revolt of the Westicans,SNES
Jack Nicklaus Golf,SNES
Rival Turf!,SNES
Metal Warriors,SNES
Championship Soccer '94,SNES
TNN Bass Tournament of Champions,SNES
World Heroes,SNES
Maui Mallard in Cold Shadow,SNES
Clue,SNES
Super Buster Bros.,SNES
Ultima - Runes of Virtue II,SNES
Carrier Aces,SNES
Star Trek - The Next Generation - Future's Past,SNES
Super Street Fighter II - The New Challengers,SNES
Magic Boy,SNES
Operation Thunderbolt,SNES
Breath of Fire,SNES
Ms. Pac-Man,SNES
WWF WrestleMania - The Arcade Game,SNES
TNN Bass Tournament of Champions,SNES
Arcade's Greatest Hits - The Atari Collection 1,SNES
Clay Fighter - Tournament Edition,SNES
Rise of the Robots,SNES
NFL Quarterback Club 96,SNES
Football Fury,SNES
Pinocchio,SNES
SimCity,SNES
Ultraman,SNES
Choplifter III - Rescue-Survive,SNES
Wild Guns,SNES
Suzuka 8 Hours,SNES
John Madden Football '93,SNES
Cal Ripken Jr. Baseball,SNES
X-Kaliber 2097,SNES
Bulls Vs Blazers and the NBA Playoffs,SNES
Super Mario All-Stars,SNES
Adventures of Yogi Bear,SNES
Ogre Battle - The March of the Black Queen,SNES
Madden NFL '98,SNES
Flashback - The Quest for Identity,SNES
Alien vs Predator,SNES
Venom - Spider-Man - Separation Anxiety,SNES
Pacific Theater of Operations II,SNES
Super High Impact,SNES
Family Feud,SNES
WWF Royal Rumble,SNES
Speed Racer in My Most Dangerous Adventures,SNES
Roger Clemens' MVP Baseball,SNES
SNES Test Program,snes
Rap Jam - Volume One,SNES
Samurai Shodown,SNES
Rock n' Roll Racing,SNES
"Chessmaster, The",SNES
Syndicate,SNES
Zombies Ate My Neighbors,SNES
Lemmings 2 - The Tribes,SNES
Wolfchild,SNES
Super Ninja Boy,SNES
Super Play Action Football,SNES
Gemfire,SNES
Mario's Early Years - Fun with Letters,SNES
Lord of Darkness,SNES
NCAA Football,SNES
Ka-blooey,SNES
Virtual Bart,SNES
Final Fight,SNES
Wheel of Fortune,SNES
F1 Pole Position,SNES
Wordtris,SNES
Zool - Ninja of the 'Nth' Dimension,SNES
Chrono Trigger,SNES
Rampart,SNES
ActRaiser 2,SNES
Steel Talons,SNES
Gradius III,SNES
John Madden Football '93,SNES
International Superstar Soccer,SNES
World Heroes 2,SNES
Pro Quarterback,SNES
"Simpsons, The - Bart's Nightmare",SNES
Out to Lunch,SNES
Final Fight 2,SNES
Casper,SNES
Rock N' Roll Racing,SNES
Pacific Theater of Operations,SNES
Spider-Man & Venom - Maximum Carnage,SNES
Shaq Fu,SNES
Aero Fighters,SNES
Whizz,SNES
Jimmy Houston's Bass Tournament U.S.A.,SNES
Looney Tunes B-Ball,SNES
Obitus,SNES
Dorke & Ymp,SNES
"Legend of the Mystical Ninja, The",SNES
Super Adventure Island,SNES
Wheel of Fortune,SNES
"Duel, The - Test Drive II",SNES
Oscar,SNES
Goof Troop,SNES
Speedy Gonzales - Los Gatos Bandidos,SNES
NHL '97,SNES
Super 8,SNES
Yoshi's Cookie,SNES
Cybernator,SNES
Stone Protectors,SNES
Kirby's Avalanche,SNES
Lester the Unlikely,SNES
True Golf Classics - Wicked 18,SNES
Ken Griffey Jr.'s Winning Run,SNES
Metal Combat - Falcon's Revenge,SNES
Cacoma Knight in Bizyland,SNES
RoboCop 3,SNES
Harley's Humongous Adventure,SNES
Jeopardy! - Sports Edition,SNES
Alien vs. Predator,SNES
Animaniacs,SNES
Super Castlevania IV,SNES
Mickey's Ultimate Challenge,SNES
Tiny Toon Adventures - Buster Busts Loose!,SNES
Frank Thomas' Big Hurt Baseball,SNES
Alien 3,SNES
David Crane's Amazing Tennis,SNES
Mary Shelley's Frankenstein,SNES
Tri-Star,SNES
Nolan Ryan's Baseball,SNES
Thunder Spirits,SNES
Rampart,SNES
Jurassic Park Part 2 - The Chaos Continues,SNES
Demon's Crest,SNES
"Untouchables, The",SNES
Illusion of Gaia,SNES
Clay Fighter 2 - Judgment Clay,SNES
F1 ROC - Race of Champions,SNES
Winter Olympic Games - Lillehammer '94,SNES
Power Moves,SNES
ABC Monday Night Football,SNES
College Football USA 97,SNES
Bonkers,SNES
Fighter's History,SNES
"Lion King, The",SNES
Frogger,SNES
Super Star Wars,SNES
Boogerman - A Pick and Flick Adventure,SNES
BreakThru!,SNES
Super Widget,SNES
Extra Innings,SNES
Jurassic Park,SNES
Primal Rage,SNES
Mighty Max,SNES
Dragon - The Bruce Lee Story,SNES
AD&D - Eye of the Beholder,SNES
Robocop Versus The Terminator,SNES
Micro Machines,SNES
Arcade's Greatest Hits - The Atari Collection 1,SNES
ACME Animation Factory,SNES
Super Earth Defense Force,SNES
Super Nova,SNES
Network Q Rally,SNES
Addams Family Values,SNES
"Irem Skins Game, The",SNES
Super Soccer Champ,SNES
Cliffhanger,SNES
Super Ghouls 'N Ghosts,SNES
Madden NFL 96,SNES
Super Bases Loaded 2,SNES
Family Dog,SNES
Cool World,SNES
Uncharted Waters,SNES
Nolan Ryan's Baseball,SNES
Equinox,SNES
Battle Grand Prix,SNES
Pinball Fantasies,SNES
"Blues Brothers, The",SNES
Super Troll Islands,SNES
"Addams Family, The",SNES
Tecmo Super Baseball,SNES
Wayne Gretzky and the NHLPA All-Stars,SNES
Hind Strike,SNES
Batman Forever,SNES
Pro Sport Hockey,SNES
Olympic Summer Games 96,SNES
Tecmo Super NBA Basketball,SNES
Super Bases Loaded 3 - License to Steal,SNES
Bubsy II,SNES
Universal Soldier,SNES
NFL Quarterback Club,SNES
Natsume Championship Wrestling,SNES
NFL Quarterback Club,SNES
Super Conflict - The Mideast,SNES
Prince of Persia,SNES
"Ren & Stimpy Show, The - Time Warp",SNES
Mickey Mania,SNES
Mighty Morphin Power Rangers,SNES
Super Battleship,SNES
"Combatribes, The",SNES
"Addams Family, The",SNES
"Incredible Hulk, The",SNES
Bust-A-Move,SNES
Championship Soccer '94,SNES
Urban Strike,SNES
Push-Over,SNES
Teenage Mutant Ninja Turtles - Tournament Fighters,SNES
Equinox,SNES
Super High Impact,SNES
Pilotwings,SNES
Operation Logic Bomb - The Ultimate Search & Destroy,SNES
King Arthur & The Knights of Justice,SNES
Pac-in-Time,SNES
World Heroes,SNES
Sterling Sharpe - End 2 End,SNES
Doomsday Warrior,SNES
Jim Power - The Lost Dimension in 3D,SNES
Teenage Mutant Ninja Turtles - Tournament Fighters,SNES
Al Unser Jr.'s Road to the Top,SNES
Rocky Rodent,SNES
Super Star Fox Weekend,SNES
Sky Blazer,SNES
"Incredible Crash Dummies, The",SNES
Hyper V-Ball,SNES
Super Mario All-Stars + Super Mario World,SNES
MoHawk & Headphone Jack,SNES
No Escape,SNES
Sparkster,SNES
Jurassic Park,SNES
"Legend of The Mystical Ninja, The",SNES
Contra III - The Alien Wars,SNES
Super R.B.I. Baseball,SNES
Bulls vs Blazers and the NBA Playoffs,SNES
Primal Rage,SNES
Biker Mice from Mars,SNES
Where in the World is Carmen Sandiego,SNES
Shien's Revenge,SNES
U.N. Squadron,SNES
"Miracle Piano Teaching System, The",SNES
Top Gear 2,SNES
Power Rangers Zeo - Battle Racers,SNES
Thomas the Tank Engine and Friends,SNES
Eek! The Cat,SNES
NFL Quarterback Club '96,SNES
Capcom's MVP Football,SNES
Art of Fighting,SNES
F1 Pole Position,SNES
Pinball Dreams,SNES
Bio Metal,SNES
Brutal - Paws of Fury,SNES
"Wizard of Oz, The",SNES
WarpSpeed,SNES
Classic Kong Complete,SNES
Krusty's Super Fun House,SNES
NCAA Basketball,SNES
HardBall III,SNES
NBA Jam,SNES
Sparkster,SNES
Barbie Super Model,SNES
NFL Football,SNES
Spider-Man - X-Men - Arcade's Revenge,SNES
King of the Monsters 2,SNES
Tetris & Dr. Mario,SNES
World Class Service Super Nintendo Tester,SNES
"Itchy & Scratchy Game, The",SNES
AAAHH!!! Real Monsters,SNES
P.T.O. II - Pacific Theater of Operations,SNES
Gradius III,SNES
Street Combat,SNES
Drakkhen,SNES
"Rocketeer, The",SNES
Bronkie Health Hero,SNES
"Sporting News Baseball, The",SNES
Super Baseball Simulator 1.000,SNES
Todd McFarlane's Spawn - The Video Game,SNES
ESPN Speedworld,SNES
Super Bases Loaded 2,SNES
MLBPA Baseball,SNES
International Superstar Soccer Deluxe,SNES
2020 Super Baseball,SNES
Final Fantasy III,SNES
Wolf Child,SNES
Jeopardy!,SNES
"Ren & Stimpy Show, The - Time Warp",SNES
World League Soccer,SNES
Dennis the Menace,SNES
Tecmo Super Bowl,SNES
Dragon View,SNES
Jungle Strike,SNES
Star Fox,SNES
Legend,SNES
Packy & Marlon,SNES
Mortal Kombat,SNES
Home Alone,SNES
Dragon View,SNES
Joe & Mac,SNES
Williams Arcade's Greatest Hits,SNES
Dragon's Lair,SNES
Goal!,SNES
Brett Hull Hockey,SNES
Dig & Spike Volleyball,SNES
Sim Earth - The Living Planet,SNES
Wayne's World,SNES
College Football USA '97 - The Road to New Orleans,SNES
Tom & Jerry,SNES
Beauty and the Beast,SNES
Race Drivin',SNES
Super Battletank 2,SNES
Kendo Rage,SNES
Nobunaga's Ambition,SNES
FIFA International Soccer,SNES
Super Street Fighter II,SNES
Tom and Jerry,SNES
Battle Cars,SNES
Air Cavalry,SNES
Aero Fighters,SNES
Dirt Trax FX,SNES
Chuck Rock,SNES
Gemfire,SNES
PowerFest 94 - Scoring,SNES
Lufia & The Fortress of Doom,SNES
Saturday Night Slam Masters,SNES
Timon & Pumbaa's Jungle Games,SNES
Magic Boy,SNES
Madden NFL '97,SNES
Taz-Mania,SNES
Captain Novolin,SNES
Super Pinball - Behind the Mask,SNES
Brain Lord,SNES
George Foreman's KO Boxing,SNES
Liberty or Death,SNES
Fatal Fury 2,SNES
College Slam,SNES
Super Adventure Island II,SNES
MechWarrior 3050,SNES
Star Trek - Starfleet Academy Starship Bridge Simulator,SNES
Newman Haas IndyCar featuring Nigel Mansell,SNES
Jimmy Connors Pro Tennis Tour,SNES
